id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
649816,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,fabdcd98-52e3-477e-8316-ca12dcd74378,,153357,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Calycoseris",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Calycoseris wrightii",2857,"A. Gray",Calycoseris,,wrightii,,,Species,,,,,,,,"TF Daniel",4160,1985-03-24,1985,3,24,83,,,"Herb; rays white with red spots; involucres bracts red-tipped; rare","Sonoran desertscrub",,,,"Herb; rays white with red spots; involucres bracts red-tipped; rare",,,flowers,,,,,,USA,Arizona,Maricopa,,"South Mountains; along National trail from Buena vista Lookout to Hidden Valley; Phoenix Quad",,33.3415,-112.04,,,"TRS: T01S R03E S15 N1/2; 14NW1/4; 11SW1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,Deanna,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fabdcd98-52e3-477e-8316-ca12dcd74378,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=649816
650390,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,9ea14572-2abc-4bd7-a6ca-2b4cab78924a,,153378,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Erigeron",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Erigeron oxyphyllus",1318,Greene,Erigeron,,oxyphyllus,,,Species,,,,,,,,"TF Daniel",4159,1985-03-24,1985,3,24,83,,,"Perennial herb; occasional","Sonoran desertscrub",,,,"Perennial herb; occasional",,,fruit,,,,,,USA,Arizona,Maricopa,,"South Mountain along National Trail from Buena Vista Lookout to Hidden Valley; Phoenix Quad",,33.3415,-112.04,,,"TRS: T01S R03E S15 N1/2; 14NW1/4; 11SW1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,Deanna,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9ea14572-2abc-4bd7-a6ca-2b4cab78924a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=650390
650588,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,d1630496-ef93-4476-af96-091a56c34a83,,153181,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Filago",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Filago californica",3687,Nutt.,Filago,,californica,,,Species,,,,,,,,"TF Daniel",4171-.5,1985-03-24,1985,3,24,83,,,"Annual herb","Sonoran desertscrub; Arizona upland",,,,"Annual herb",,,flowers,,,,,,USA,Arizona,Maricopa,,"South Mountains; along National Trail form Buena Vista Lookout to Hidden Valley",,33.3415,-112.04,,,"TRS: T01S R03E S15 N1/2; 14NW1/4; 11SW1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,Deanna,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d1630496-ef93-4476-af96-091a56c34a83,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=650588
651001,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,3f9b8f36-1307-4f35-9f58-31f1a1f7bb68,,153329,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Stephanomeria",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Stephanomeria pauciflora",2176,"(Torr.) A. Nels.",Stephanomeria,,pauciflora,,,Species,,,,,,,,"Daniel, T.; Butterwick",4289,1985-04-28,1985,4,28,118,,,"shrub to 4dm, corollas pinkish, occasional","Sonoran desert scrub, lone butte",,,,"shrub to 4dm, corollas pinkish, occasional",,,fl,,,,,,USA,Arizona,Maricopa,,"South Mountains, along major drainage southeast of Buena Vista Lookout",,33.3415,-112.04,,,"TRS: T01S R03E S15 SE1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,549,671,,,,1800-2200ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3f9b8f36-1307-4f35-9f58-31f1a1f7bb68,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=651001
654022,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,dfbad591-c5db-48d4-8003-acf806e4a0a6,,154579,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Descurainia",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Descurainia pinnata",2075,"(Walter) Britton",Descurainia,,pinnata,,,Species,,,,,,,,"Daniel, T.",4149,1985-03-24,1985,3,24,83,,,Rare,"Sonoran desert scrub",,,,Rare,,,fr,,,,,,USA,Arizona,Maricopa,,"South Mountains. Along National Trail from Buena Vista Lookout to Hidden Valley",,33.3415,-112.04,,,"TRS: T01S R03E S15 N 1/2 15, NW 1/4 14, SW 1/4 11 (Phoenix Quad)",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dfbad591-c5db-48d4-8003-acf806e4a0a6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=654022
654867,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,2981cd1d-c3d8-4fe6-8a0e-1a03919ec852,,154170,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Amaranthaceae|Atriplex",Plantae,Magnoliophyta,,Caryophyllales,Chenopodiaceae,"Atriplex canescens",127,"(Pursh) Nutt.",Atriplex,,canescens,,,Species,,,,,,,,"T. F. Daniel",4162,1985-03-24,1985,3,24,83,,,"Shrub to 1.5m; rare","Sonoran Desertscrub",,,,"Shrub to 1.5m; rare",,,,,,,,,USA,Arizona,Maricopa,,"South Mountains; along National Trail from Buena Vista Lookout to Hidden Valley; Phoenix Quad.",,33.3415,-112.04,,,"TRS: T01S R03E S15",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,roisan,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2981cd1d-c3d8-4fe6-8a0e-1a03919ec852,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=654867
654964,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,1f4f4b5b-c709-4317-9b35-5a35eecdd3ca,,153180,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Amaranthaceae|Atriplex",Plantae,Magnoliophyta,,Caryophyllales,Chenopodiaceae,"Atriplex polycarpa",149,"(Torr.) S. Wats.",Atriplex,,polycarpa,,,Species,,,,,,,,"T. F. Daniel",4143,1985-03-24,1985,3,24,83,,,"Shrub to 8m; occasional locally","Sonoran Desertscrub",,,,"Shrub to 8m; occasional locally",,,fr,,,,,,USA,Arizona,Maricopa,,"South Mountains; along National Trail from Buena Vista Lookout to Hidden Valley; Phoenix Quad.",,33.3415,-112.04,,,"TRS: T01S R03E S15 N1/2, 14 NW1/4, 11 SW1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,roisan,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1f4f4b5b-c709-4317-9b35-5a35eecdd3ca,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=654964
666230,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,6cbba51f-f30a-4cde-b204-d70f05dd70ae,,154315,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Astragalus|Astragalus nuttallianus",Plantae,Magnoliophyta,,Fabales,Fabaceae,"Astragalus nuttallianus var. imperfectus",12284,"(Rydb.) Barneby",Astragalus,,nuttallianus,var.,imperfectus,Variety,,,,,,,,"T.F. Daniel",4147,1985-03-24,1985,3,24,83,,,,"Sonoran desertscrub. Rare",,,,,,,fruit,,,,,,USA,Arizona,Maricopa,,"South Mountains. Along National Trail from Buena Vista Lookout to Hidden Valley.(Phoenix Quad)",,33.3415,-112.04,,,"TRS: T01S R03E S15 N1/2, 14 NW 1/4, 11 SW 1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6cbba51f-f30a-4cde-b204-d70f05dd70ae,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=666230
8464331,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,c7e52916-d3fc-468d-8078-2913c04c6772,ASU0091415,153157,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Lamiales|Phrymaceae|Erythranthe",Plantae,Magnoliophyta,,Lamiales,Phrymaceae,"Erythranthe nasuta",172167,"(Greene) G.L. Nesom",Erythranthe,,nasuta,,,Species,"Guy Nesom",2015,,,,,,"T.F. Daniel",4151,1985-03-24,1985,3,24,83,,,"Herb; occasional; corolla yellow","Sonoran Desertscrub; local in seep",,,,"Herb; occasional; corolla yellow",,,"flowers & fruit",,,,,,USA,Arizona,Maricopa,,"South Mountains; along national trail from Buena Vista lookout to Hidden Valley; Phoenix Quad., Sections 15, 14, 11",,33.3415,-112.04,,,"TRS: T01S R03E S15",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,Roisan,"2018-03-12 17:05:42",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c7e52916-d3fc-468d-8078-2913c04c6772,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8464331
649341,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,fff32a89-10d2-498c-8ae3-1897d31bc280,,153355,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Chaenactis",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Chaenactis stevioides",2872,"Hook. & Arn.",Chaenactis,,stevioides,,,Species,,,,,,,,"TF Daniel",3965,1985-03-06,1985,3,6,65,,,"Herb; corollas white; occasional","Sonoran desertscrub; AZ upland; canyons, rocky slopes and wash on SE portion of mountains",,,,"Herb; corollas white; occasional",,,flowers,,,,,,USA,Arizona,Maricopa,,"South Mountains",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,Deanna,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fff32a89-10d2-498c-8ae3-1897d31bc280,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=649341
649392,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,7566d2bb-1f16-4ec5-a9ba-aa975437d887,,153342,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Hymenoclea",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Hymenoclea salsola",10536,"Torr. & A.Gray",Hymenoclea,,salsola,,,Species,,,,,,,,"Daniel, T.",3957,1985-03-06,1985,3,6,65,,,"shrub to 5dm, occasional in wash","Sonoran Desert scrub, AZ upland, canyons, rocky slopes, and wash on SE portion of Mts.",,,,"shrub to 5dm, occasional in wash",,,fl,,,,,,USA,Arizona,Maricopa,,"South Mountains, wash on southeast portion of Mountains",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7566d2bb-1f16-4ec5-a9ba-aa975437d887,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=649392
650387,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,48b271c8-5a8b-4ab5-954b-46f994af3359,,153379,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Erigeron",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Erigeron oxyphyllus",1318,Greene,Erigeron,,oxyphyllus,,,Species,,,,,,,,"TF Daniel; M Butterwick",4096,1985-03-17,1985,3,17,76,,,"Perennial herb; old fruits only; occasional","Sonoran desertscrub, AZ upland; slopes, washes, dissected hills and flats at mtn base",,,,"Perennial herb; old fruits only; occasional",,,fruit,,,,,,USA,Arizona,Maricopa,,"South Mountains, unnamed south facing canyon at southeast end of range",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2, SW1/4; 23NE1/4; 14SE1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,Deanna,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:48b271c8-5a8b-4ab5-954b-46f994af3359,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=650387
650585,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,87dd17a8-009e-4736-b433-ba825f167267,,153344,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Filago",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Filago californica",3687,Nutt.,Filago,,californica,,,Species,,,,,,,,"TF Daniel; M Butterwick",4098,1985-03-17,1985,3,17,76,,,"Herb, occasional","Sonoran desertscrub; Arizona upland; slopes, washes, dissected hills and flats at mountain base",,,,"Herb, occasional",,,flowers,,,,,,USA,Arizona,Maricopa,,"South Mountains, unnamed S-facing canyons at southeast end of range; Phoenix 15' Quad",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2, SW1/4; 23NE1/4; 14SE1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,Deanna,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87dd17a8-009e-4736-b433-ba825f167267,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=650585
651018,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,d60fcd55-48da-43e7-af7c-c42b55b517a8,,153335,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Porophyllum",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Porophyllum gracile",2284,Benth.,Porophyllum,,gracile,,,Species,,,,,,,,"Daniel, T.; Butterwick",4087,1985-03-17,1985,3,17,76,,,"perennial herb, rare","Sonoran desert scrub, AZ upland, slopes, washes, dissected hills and flats at Mt. base",,,,"perennial herb, rare",,,fl,,,,,,USA,Arizona,Maricopa,,"South Mountains, unnamed south facing canyon at southeast end of range",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2, SW1/4; 23NE1/4; 14SE1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d60fcd55-48da-43e7-af7c-c42b55b517a8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=651018
651314,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,c81582b7-ff80-44d1-8421-135a25d1578b,,153332,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Sonchus",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Sonchus oleraceus",2173,L.,Sonchus,,oleraceus,,,Species,,,,,,,,"Daniel, T.; Butterwick",4091,1985-03-17,1985,3,17,76,,,"herb, rare","Sonoran desert scrub, AZ upland, slopes, washes, dissected hills, and flats at Mt base",,,,"herb, rare",,,fr,,,,,,USA,Arizona,Maricopa,,"South Mountains, unnamed south facing canyons at southeast end of range",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2, SW1/4; 23NE1/4; 14SE1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c81582b7-ff80-44d1-8421-135a25d1578b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=651314
651336,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,0ab7dfaa-c2b8-4d16-b451-90d875d107d5,,153175,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Viguiera",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Viguiera deltoidea",28601,A.Gray,Viguiera,,deltoidea,,,Species,,,,,,,,"Daniel, T.; Butterwick, M.",4089,1985-03-17,1985,3,17,76,,,"shrub to 8dm, corollas all yellow, occasional","Sonoran desert scrub, AZ upland, slopes, washes, dissected hills and flats at Mt base",,,,"shrub to 8dm, corollas all yellow, occasional",,,fl,,,,,,USA,Arizona,Maricopa,,"South Mountains, unnamed south facing canyons at southeast end of range",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2, SW1/4; 23NE1/4; 14E1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0ab7dfaa-c2b8-4d16-b451-90d875d107d5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=651336
651549,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,f2f9fbf1-2e1f-4bcd-ae23-43da613faddb,,154126,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Cryptantha",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Cryptantha angustifolia",1889,"(Torr.) Greene",Cryptantha,,angustifolia,,,Species,,,,,,,,"Daniel, T.",3959,1985-03-06,1985,3,6,65,,,"Herb; corolla white; occasional","Sonoran Desertscrub, Arizona Upland.",,,,"Herb; corolla white; occasional",,,"fl, fr",,,,,,USA,Arizona,Maricopa,,"South Mountains. Canyons, rocky slopes, and washes on southeast portion of Mountains",,33.3415,-112.022,,,"TRS: T01S R03E S14 E1/2",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f2f9fbf1-2e1f-4bcd-ae23-43da613faddb,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=651549
654023,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,47cabd32-2250-4cd1-8ecf-7e181a49467a,,154582,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Descurainia",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Descurainia pinnata",2075,"(Walter) Britton",Descurainia,,pinnata,,,Species,,,,,,,,"Daniel, T.; Butterwick",4093,1985-03-17,1985,3,17,76,,,"Herb; corolla white; occasional","Sonoran Desert scrub. Arizona upland. Slopes, washes, dissected hills and flats at mt. base.",,,,"Herb; corolla white; occasional",,,fr,,,,,,USA,Arizona,Maricopa,,"South Mountains. Unnamed S-facing canyons at southeast end of range. Phoenix 15',",,33.3415,-112.022,,,"TRS: T01S R03E S14 E 1/2, SW 1/4,  sec 23, NE 1/4; sec 14 SE 1/4.",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:47cabd32-2250-4cd1-8ecf-7e181a49467a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=654023
654107,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,11c25f6c-30f7-4672-be60-cb3bed4bb858,,154577,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Lepidium",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Lepidium lasiocarpum",2006,Nutt.,Lepidium,,lasiocarpum,,,Species,,,,,,,,"Daniel, T.; Butterwick",4078,1985-03-17,1985,3,17,76,,,"Herb, rare","Sonoran Desert scrub Arizona Upland, slopes, washes, dissected hills and flats at mountain base",,,,"Herb, rare",,,"fl,fr",,,,,,USA,Arizona,Maricopa,,"South Mountains. Unnamed S-facing canyons at southeast end of range, Phoenix 15'",,33.3415,-112.022,,,"TRS: T01S R03E S14 E 1/2, SW 1/4, 23 NE 1/4, 14 SE 1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,427,579,,,,1400-1900ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:11c25f6c-30f7-4672-be60-cb3bed4bb858,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=654107
702848,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,4e641cc5-4b16-4d9d-94b0-a66f40b9d411,,107007,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Eucrypta",Plantae,Magnoliophyta,,Boraginales,Hydrophyllaceae,"Eucrypta chrysanthemifolia",2114,"(Benth.) Greene",Eucrypta,,chrysanthemifolia,,,Species,"Richard R. Halse, 1991",,,,,,,"T. Reeves",6454,1978-03-25,1978,3,25,84,,,,"Vic of arroyo. Granite - gneiss substrate. Desert scrub.",,,,,,"Larrea, Cercidium, Ambrosia deltoidea",flowers,,,,,,USA,Arizona,Maricopa,,"Salt River Mountains South Mountain Park. east end of Mountains Bajada and lower slopes.",,33.34602,-112.02209,WGS84,4936,,,,"est. from locality data",,,343,,,,,1125ft,,,Vidya,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4e641cc5-4b16-4d9d-94b0-a66f40b9d411,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=702848
737691,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,601dc077-59cc-454c-8ed7-25c32438211d,ASU0099913,6539,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Boraginales|Boraginaceae|Cryptantha",Plantae,Magnoliophyta,,Boraginales,Boraginaceae,"Cryptantha cycloptera",302198,"(Greene) Greene",Cryptantha,,cycloptera,,,Species,"Makenzie E. Mabry & Regina A. Dowdy",2015,,,,"forma cycloptera",,"James G. Martin",54,1960-03-29,1960,3,29,89,,,,,,,,,,,"flowers & fruit",,,,,,USA,Arizona,Maricopa,,"South Mountain; 6 miles west of Guadalupe",,33.34728,-112.03995,WGS84,2000,,Fertig,,,,,,,,,,,,,roisan,"2018-03-08 09:13:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:601dc077-59cc-454c-8ed7-25c32438211d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=737691
6330202,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,c61d6c1a-3ea8-407e-8938-3f9575cd0862,ASU0072662,154335,Plantae|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa bigelovii",833,"Vasey & Scribn.",Poa,,bigelovii,,,Species,,,,,,,,"T. F. Daniel",4166,1985-03-24,1985,3,24,83,,,Occasional.,"Sonoran desertscrub.",,,,Occasional.,,,,,,,,,USA,Arizona,Maricopa,,"South Mountains. Along National trail from Buena Vista Lookout to Hidden Valley.",,33.347418,-112.029102,WGS84,800,"TRS: T1S R3E S15 N2, S14 NW4, S11 SW4",Fertig,,,,,634,756,,,,2080-2480ft,,,Theresa,"2015-05-02 16:59:08",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c61d6c1a-3ea8-407e-8938-3f9575cd0862,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6330202
6330352,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,5a08b39a-957a-4b88-bf40-ea9bad54b1f9,ASU0072615,107025,Plantae|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Poeae|Poa,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa bigelovii",833,"Vasey & Scribn.",Poa,,bigelovii,,,Species,"T. F. Daniel",1985,,,,,,"T. Reeves",6446,1978-03-25,1978,3,25,84,,,,"Bajada and lower slopes. Desert scrub; vicinity of arroyo; granite-gneiss",,,,,,"Larrea, Cercidium, Ambrosia deltoidea",,,,,,,USA,Arizona,Maricopa,,"Salt River Mountains, South Mountain Park, east end of Mountains. Bajada and lower slopes.",,33.347441,-112.020428,WGS84,5213,,,,"est. from locality data",,,343,,,,,1125ft,,,Theresa,"2016-04-18 09:53:44",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5a08b39a-957a-4b88-bf40-ea9bad54b1f9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6330352
651123,ASU,Plants,,a2e32c87-d320-4a01-bafd-a9182ae2e191,PreservedSpecimen,c4b33191-e33f-4930-bd43-c0c75b6fe994,,153171,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Trixis",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Trixis californica",2106,Kellogg,Trixis,,californica,,,Species,,,,,,,,"Daniel, T.",4168,1985-03-24,1985,3,24,83,,,"shrub to 4dm, corollas yellow, occasional","Sonoran desert scrub",,,,"shrub to 4dm, corollas yellow, occasional",,,fl,,,,,,USA,Arizona,Maricopa,,"South Mountains, along National Trail from Buena Vista Lookout to Hidden Valley",,33.3415,-112.04,,,"TRS: T01S R03E S15 N1/2; 14NW1/4; 11SW1/4",,,"+-0.5 miles, lat-long estimate                                                                      ",,,634,756,,,,2080-2480ft,,,,"2018-03-08 09:18:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c4b33191-e33f-4930-bd43-c0c75b6fe994,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=651123
